date,food_item,meals_served,temp_c,is_holiday,day_of_week,waste_kg,checkout_price,base_price,emailer_for_promotion,homepage_featured
2023-06-01,Vegetable Stir Fry,183.0,34.8,0,Thursday,,28101.0,21861.0,0,1
2023-06-10,Burger & Fries,,33.7,0,Saturday,,40842.0,30339.0,0,0
2023-05-29,Manti,163.0,5.8,0,Monday,3.52,22013.0,16376.0,1,0
2023-10-09,Vegetable Stir Fry,114.0,11.6,0,Monday,2.06,33303.0,22744.0,0,0
2023-08-10,Chicken Tikka,202.0,23.2,0,Thursday,3.67,43101.0,34490.0,1,0
2023-03-26,Thai Green Curry,,13.6,0,Sunday,7.56,34200.0,32241.0,0,0
2023-02-25,Margherita Pizza,216.0,6.9,0,Saturday,4.82,34263.0,31901.0,0,0
2023-10-25,Grilled Chicken,252.0,13.0,0,Wednesday,3.37,44259.0,35484.0,0,1
2023-06-17,Grilled Chicken,217.0,39.4,0,Saturday,2.61,54203.0,38485.0,0,0
2023-04-13,Vegetable Stir Fry,144.0,16.6,0,Thursday,,32087.0,22434.0,1,0
2023-06-10,Lagman,,27.1,0,Saturday,3.78,31499.0,20326.0,0,1
2023-04-27,Samsa,161.0,8.8,0,Thursday,,,9384.0,0,0
2023-01-31,Grilled Chicken,,-10.5,0,Tuesday,,46946.0,41265.0,0,0
2023-08-13,Mushroom Risotto,189.0,38.0,0,Sunday,4.8,34530.0,30648.0,0,0
2023-12-23,Tom Yum Soup,263.0,-0.1,0,Saturday,4.23,35339.0,22879.0,0,0
2023-11-25,Tom Yum Soup,,15.6,0,Saturday,,30407.0,27032.0,0,1
2023-12-15,Fish and Chips,180.0,-6.4,0,Friday,4.02,41524.0,32583.0,0,1
2023-04-08,Beef Steak,201.0,20.0,0,Saturday,3.96,84577.0,57282.0,1,0
2023-08-14,Sushi Set,238.0,24.8,0,Monday,4.55,66106.0,53547.0,0,0
2023-02-28,Tom Yum Soup,90.0,-4.7,0,Tuesday,,34698.0,27405.0,0,0
2023-03-06,Lagman,120.0,20.7,0,Monday,1.1,,21106.0,0,1
2023-09-12,Burger & Fries,149.0,17.8,0,Tuesday,1.29,33750.0,27417.0,0,1
2023-08-08,Pasta Carbonara,174.0,35.6,0,Tuesday,2.04,46964.0,32987.0,0,0
2023-01-07,Lagman,244.0,-0.9,0,Saturday,2.89,31483.0,21292.0,0,0
2023-03-02,Chicken Tikka,,16.0,0,Thursday,,37156.0,34153.0,0,0
2023-06-28,Samsa,227.0,22.2,0,Wednesday,6.16,17100.0,9448.0,1,0
2023-12-12,Plov,241.0,4.5,0,Tuesday,3.12,,28105.0,0,0
2023-03-15,Grilled Chicken,,15.1,0,Wednesday,2.71,,40229.0,0,0
2023-04-04,Shashlik,,18.9,0,Tuesday,1.72,,33439.0,0,0
2023-01-03,Caesar Salad,348.0,1.1,1,Tuesday,5.44,38620.0,27759.0,1,1
2023-12-24,Burger & Fries,124.0,2.4,0,Sunday,,42510.0,29587.0,0,1
2023-10-13,Pasta Carbonara,125.0,4.8,0,Friday,1.13,40715.0,32087.0,0,0
2023-09-12,Chicken Tikka,191.0,17.2,0,Tuesday,1.63,48291.0,30153.0,0,0
2023-11-27,Plov,204.0,,0,Monday,4.56,36596.0,25954.0,1,0
2023-03-16,Plov,224.0,19.9,0,Thursday,3.73,30961.0,27652.0,0,1
2023-06-18,Shashlik,254.0,30.5,0,Sunday,,,36278.0,0,0
2023-05-01,Manti,260.0,27.5,0,Monday,2.6,27176.0,19087.0,1,0
2023-03-24,Manti,,11.0,0,Friday,4.2,23554.0,18167.0,1,0
2023-07-22,Manti,159.0,28.1,0,Saturday,1.8,23952.0,16513.0,0,0
2023-03-16,Caesar Salad,88.0,13.1,0,Thursday,1.3,44519.0,32978.0,1,0
2023-08-26,Manti,154.0,18.8,0,Saturday,4.4,24806.0,,0,0
2023-03-26,Lagman,133.0,19.4,0,Sunday,2.73,30606.0,21458.0,0,0
2023-11-20,Shashlik,,10.9,0,Monday,,50116.0,35502.0,0,0
2023-07-08,Plov,182.0,45.0,0,Saturday,4.75,31100.0,27696.0,1,0
2023-12-01,Mushroom Risotto,113.0,-2.5,0,Friday,2.55,35079.0,,1,1
2023-04-23,Fish and Chips,167.0,6.4,0,Sunday,4.08,47668.0,36921.0,0,0
2023-09-17,Manti,,8.3,0,Sunday,1.62,25796.0,18085.0,0,0
2023-06-28,Seafood Paella,168.0,41.2,0,Wednesday,1.71,57387.0,46014.0,0,0
2023-05-23,Sushi Set,237.0,,0,Tuesday,3.95,71393.0,52877.0,1,0
2023-06-18,Plov,163.0,37.5,0,Sunday,4.25,35383.0,30015.0,0,0
2023-08-03,Grilled Chicken,,40.6,0,Thursday,1.84,53767.0,,1,0
2023-11-26,Lamb Kebab,326.0,,0,Sunday,8.1,62368.0,39871.0,0,1
2023-01-16,Mushroom Risotto,70.0,1.5,0,Monday,1.14,34954.0,26077.0,1,0
2023-05-24,Seafood Paella,201.0,17.9,0,Wednesday,1.95,56292.0,46926.0,0,0
2023-06-30,Samsa,218.0,25.4,0,Friday,4.99,13210.0,10474.0,0,0
2023-08-29,Chicken Tikka,142.0,40.5,0,Tuesday,2.41,38067.0,29747.0,0,0
2023-01-09,Lamb Kebab,237.0,,0,Monday,4.39,54822.0,41016.0,0,0
2023-06-02,Grilled Chicken,149.0,35.8,0,Friday,3.18,47721.0,37025.0,0,1
2023-09-03,Manti,,14.3,0,Sunday,3.22,27206.0,17192.0,0,0
2023-01-20,Grilled Chicken,115.0,-4.4,0,Friday,2.38,45021.0,35092.0,0,0
2023-06-21,Sushi Set,,36.2,0,Wednesday,3.32,57439.0,,0,0
2023-08-08,Seafood Paella,174.0,28.5,0,Tuesday,2.14,51793.0,44045.0,0,0
2023-04-06,Lamb Kebab,230.0,,0,Thursday,4.82,54317.0,43195.0,0,1
2023-10-13,Caesar Salad,253.0,,0,Friday,3.43,44266.0,31986.0,0,1
2023-11-10,Chicken Tikka,,16.0,0,Friday,1.57,42973.0,,1,0
2023-06-05,Samsa,114.0,30.2,0,Monday,2.07,14836.0,9706.0,0,0
2023-04-12,Tom Yum Soup,172.0,18.0,0,Wednesday,1.46,34795.0,23024.0,1,0
2023-09-13,Pasta Carbonara,155.0,10.7,0,Wednesday,3.12,,33854.0,1,1
2023-06-16,Beef Steak,133.0,,1,Friday,5.03,,59587.0,0,0
2023-10-23,Chicken Tikka,124.0,12.4,0,Monday,1.83,38258.0,31372.0,1,0
2023-03-14,Lamb Kebab,,15.6,0,Tuesday,,53817.0,40583.0,0,1
2023-01-09,Caesar Salad,,-3.4,0,Monday,2.04,37804.0,28280.0,0,0
2023-11-22,Lagman,186.0,16.5,0,Wednesday,2.52,29800.0,21363.0,0,0
2023-03-15,Margherita Pizza,211.0,25.0,0,Wednesday,3.98,45800.0,28449.0,0,0
2023-11-01,Caesar Salad,123.0,20.8,0,Wednesday,1.47,37639.0,30222.0,0,1
2023-03-19,Seafood Paella,99.0,,0,Sunday,1.62,52185.0,46099.0,0,0
2023-11-19,Lagman,269.0,14.9,0,Sunday,,33302.0,,0,0
2023-03-28,Samsa,123.0,10.1,0,Tuesday,3.03,16310.0,10203.0,0,0
2023-02-20,Manti,177.0,,0,Monday,3.14,28464.0,,1,0
2023-10-13,Lagman,198.0,9.4,0,Friday,3.97,29565.0,21360.0,0,0
2023-08-21,Vegetable Stir Fry,141.0,45.0,0,Monday,,27247.0,20374.0,1,0
2023-08-04,Vegetable Stir Fry,92.0,32.5,0,Friday,,,22933.0,0,0
2023-06-29,Lamb Kebab,189.0,35.2,0,Thursday,3.78,62543.0,,0,0
2023-07-05,Thai Green Curry,,,0,Wednesday,1.14,,32831.0,0,0
2023-10-22,Vegetable Stir Fry,,16.2,0,Sunday,2.14,34062.0,,0,0
2023-09-20,Caesar Salad,124.0,,0,Wednesday,2.82,43716.0,31174.0,0,0
2023-05-18,Lagman,,17.5,0,Thursday,5.09,29138.0,22136.0,0,0
2023-06-18,Seafood Paella,225.0,30.2,0,Sunday,4.44,66209.0,44786.0,0,1
2023-03-11,Lagman,190.0,17.0,0,Saturday,3.75,29347.0,22638.0,0,0
2023-05-23,Chicken Tikka,,19.2,0,Tuesday,2.36,45725.0,30949.0,1,1
2023-01-02,Chicken Tikka,370.0,,1,Monday,5.42,38422.0,29424.0,0,1
2023-12-04,Lagman,99.0,-6.9,0,Monday,1.68,31367.0,20786.0,0,0
2023-06-15,Mushroom Risotto,,30.4,0,Thursday,6.74,36896.0,,1,0
2023-12-29,Seafood Paella,230.0,-8.9,0,Friday,3.03,54208.0,48819.0,0,0
2023-05-27,Vegetable Stir Fry,464.0,25.9,1,Saturday,6.06,31187.0,23323.0,1,0
2023-05-18,Beef Steak,344.0,14.9,1,Thursday,7.02,68404.0,,0,0
2023-05-17,Lagman,237.0,13.2,0,Wednesday,2.9,26098.0,23060.0,0,1
2023-07-06,Tom Yum Soup,174.0,45.0,0,Thursday,4.06,36448.0,26668.0,1,0
2023-11-26,Margherita Pizza,329.0,,0,Sunday,4.92,38327.0,32234.0,0,0
2023-07-28,Sushi Set,192.0,40.6,0,Friday,1.98,72442.0,46214.0,0,0
2023-01-20,Plov,235.0,0.7,0,Friday,2.55,,30452.0,0,0
2023-06-12,Pasta Carbonara,68.0,39.8,0,Monday,1.32,41662.0,32753.0,0,0
2023-08-06,Grilled Chicken,155.0,25.8,0,Sunday,1.79,51428.0,,0,0
2023-02-11,Samsa,,0.3,0,Saturday,4.43,15724.0,9789.0,0,0
2023-01-23,Lagman,235.0,,0,Monday,1.95,31199.0,21834.0,1,0
2023-07-27,Grilled Chicken,,32.6,1,Thursday,8.19,52304.0,40570.0,0,0
2023-05-08,Tom Yum Soup,179.0,20.2,0,Monday,3.42,,26462.0,0,1
2023-07-23,Samsa,,35.4,1,Sunday,18.46,13986.0,,1,0
2023-01-10,Burger & Fries,236.0,-3.7,0,Tuesday,3.57,36959.0,27813.0,1,0
2023-05-12,Seafood Paella,230.0,,0,Friday,,52454.0,43985.0,0,1
2023-01-29,Vegetable Stir Fry,300.0,1.8,0,Sunday,7.08,29778.0,21399.0,1,1
2023-05-29,Mushroom Risotto,132.0,,0,Monday,2.12,39667.0,25394.0,1,0
2023-08-19,Sushi Set,,36.0,0,Saturday,2.09,60217.0,48518.0,0,1
2023-10-25,Fish and Chips,,,0,Wednesday,1.45,47361.0,32225.0,0,0
2023-06-23,Beef Steak,66.0,,0,Friday,1.37,84544.0,52482.0,0,1
2023-05-07,Caesar Salad,284.0,29.5,0,Sunday,3.62,38803.0,29198.0,0,0
2023-01-10,Shashlik,,0.4,0,Tuesday,3.02,47548.0,35363.0,1,0
2023-10-22,Grilled Chicken,,14.8,0,Sunday,1.77,49127.0,35441.0,0,0
2023-05-06,Burger & Fries,257.0,25.6,0,Saturday,6.46,38422.0,29903.0,0,0
2023-02-24,Sushi Set,97.0,-3.8,0,Friday,0.83,60529.0,51439.0,0,0
2023-03-18,Burger & Fries,214.0,15.3,0,Saturday,6.71,36777.0,27196.0,0,1
2023-11-04,Beef Steak,125.0,,0,Saturday,1.02,74336.0,52756.0,0,0
2023-04-08,Manti,132.0,15.0,0,Saturday,,28580.0,19671.0,1,0
2023-10-23,Seafood Paella,111.0,19.2,0,Monday,1.63,63819.0,45718.0,0,0
2023-11-13,Mushroom Risotto,138.0,14.0,0,Monday,2.55,,27899.0,0,0
2023-01-04,Thai Green Curry,209.0,11.0,0,Wednesday,5.1,40058.0,30259.0,0,1
2023-10-09,Samsa,129.0,10.5,0,Monday,3.62,,9784.0,1,0
2023-04-22,Lamb Kebab,97.0,18.7,0,Saturday,1.53,54567.0,41552.0,1,0
2023-11-24,Burger & Fries,89.0,8.7,0,Friday,0.89,41904.0,,0,0
2023-04-06,Grilled Chicken,136.0,,0,Thursday,3.24,42642.0,34600.0,1,1
2023-10-21,Mushroom Risotto,110.0,,0,Saturday,1.23,,28216.0,1,0
2023-12-02,Lamb Kebab,240.0,,0,Saturday,3.53,57999.0,41575.0,1,0
2023-05-23,Sushi Set,147.0,12.0,0,Tuesday,1.69,,48753.0,1,1
2023-01-16,Vegetable Stir Fry,81.0,8.8,0,Monday,1.95,30602.0,,1,0
2023-10-08,Seafood Paella,114.0,11.9,0,Sunday,,62159.0,45320.0,0,0
2023-05-21,Fish and Chips,134.0,,0,Sunday,1.89,,36274.0,0,0
2023-08-21,Lamb Kebab,,28.8,0,Monday,,50939.0,39873.0,1,0
2023-08-04,Vegetable Stir Fry,196.0,33.3,0,Friday,2.15,32261.0,23746.0,0,0
2023-01-15,Sushi Set,259.0,-2.2,0,Sunday,3.0,67599.0,53107.0,0,0
2023-08-18,Manti,,,0,Friday,2.72,28356.0,18960.0,0,0
2023-07-20,Thai Green Curry,130.0,34.4,0,Thursday,3.24,41233.0,,0,1
2023-08-16,Lamb Kebab,,36.9,0,Wednesday,5.87,53911.0,38544.0,1,1
2023-10-15,Plov,173.0,,0,Sunday,4.88,31385.0,28263.0,0,0
2023-08-01,Samsa,97.0,40.5,0,Tuesday,2.33,14244.0,10488.0,0,0
2023-04-16,Caesar Salad,256.0,17.7,0,Sunday,,45724.0,27611.0,0,0
2023-10-11,Vegetable Stir Fry,198.0,,0,Wednesday,,33852.0,,0,0
2023-11-04,Grilled Chicken,251.0,,0,Saturday,4.15,47588.0,38338.0,0,0
2023-06-07,Mushroom Risotto,,,0,Wednesday,4.21,,30702.0,0,1
2023-11-06,Lagman,205.0,9.4,0,Monday,2.18,28651.0,20166.0,0,0
2023-12-20,Chicken Tikka,128.0,1.6,0,Wednesday,,40287.0,33068.0,0,0
2023-09-07,Sushi Set,130.0,15.3,0,Thursday,1.09,61900.0,,0,1
2023-02-07,Chicken Tikka,121.0,-0.7,0,Tuesday,,44133.0,34122.0,0,0
2023-07-08,Sushi Set,141.0,36.1,0,Saturday,4.01,68567.0,51373.0,0,0
2023-11-13,Samsa,188.0,14.3,0,Monday,2.78,12859.0,,1,0
2023-05-29,Pasta Carbonara,241.0,22.9,0,Monday,5.48,,32370.0,0,0
2023-02-04,Plov,156.0,8.7,0,Saturday,,35809.0,30088.0,0,1
2023-09-04,Mushroom Risotto,245.0,13.7,0,Monday,3.72,40350.0,28192.0,0,0
2023-05-22,Pasta Carbonara,,26.0,1,Monday,7.88,47184.0,29834.0,0,1
2023-04-08,Fish and Chips,244.0,26.6,0,Saturday,4.11,47133.0,30654.0,1,0
2023-12-04,Tom Yum Soup,,-1.7,0,Monday,4.75,33331.0,,1,0
2023-05-31,Beef Steak,111.0,5.3,0,Wednesday,1.87,,59980.0,1,0
2023-09-10,Beef Steak,250.0,,0,Sunday,5.66,77161.0,57232.0,0,1
2023-11-11,Vegetable Stir Fry,157.0,,0,Saturday,4.08,28862.0,20742.0,0,1
2023-11-03,Lamb Kebab,,11.0,0,Friday,,,44661.0,1,0
2023-10-15,Manti,289.0,6.7,0,Sunday,4.88,27244.0,17302.0,0,0
2023-09-25,Margherita Pizza,95.0,15.6,0,Monday,1.82,37762.0,32032.0,1,0
2023-09-22,Samsa,120.0,18.9,0,Friday,1.99,17212.0,,1,0
2023-08-21,Fish and Chips,162.0,30.7,0,Monday,,46397.0,33033.0,1,0
2023-06-16,Seafood Paella,67.0,45.0,0,Friday,1.63,52681.0,44469.0,0,0
2023-08-21,Shashlik,190.0,36.7,0,Monday,3.6,46809.0,35279.0,0,0
2023-11-30,Sushi Set,233.0,11.0,0,Thursday,3.9,59410.0,48850.0,0,0
2023-11-26,Lamb Kebab,175.0,14.2,0,Sunday,2.87,53104.0,,0,0
2023-07-13,Seafood Paella,103.0,34.7,0,Thursday,2.81,53277.0,44789.0,1,0
2023-06-04,Lamb Kebab,279.0,37.2,0,Sunday,10.27,,38947.0,1,1
2023-03-28,Grilled Chicken,136.0,17.6,0,Tuesday,2.6,,,0,1
2023-04-25,Plov,359.0,22.7,1,Tuesday,,,25512.0,1,0
2023-09-10,Thai Green Curry,188.0,9.0,0,Sunday,,45882.0,29248.0,0,0
2023-10-02,Lagman,148.0,12.0,0,Monday,2.98,27754.0,21169.0,0,0
2023-07-02,Pasta Carbonara,198.0,38.7,0,Sunday,4.56,41969.0,29790.0,0,0
2023-08-27,Mushroom Risotto,,35.7,0,Sunday,3.31,40495.0,30105.0,0,1
2023-09-15,Sushi Set,164.0,14.1,0,Friday,1.85,73324.0,47136.0,0,1
2023-02-17,Thai Green Curry,113.0,-1.0,0,Friday,1.49,44435.0,27528.0,1,0
2023-11-20,Mushroom Risotto,130.0,18.0,0,Monday,1.97,,29054.0,1,0
2023-11-16,Chicken Tikka,123.0,21.0,0,Thursday,3.14,46029.0,30933.0,1,0
2023-06-15,Pasta Carbonara,105.0,,0,Thursday,1.95,46032.0,33247.0,0,0
2023-02-24,Margherita Pizza,141.0,-7.9,0,Friday,2.06,38219.0,27377.0,1,1
2023-08-16,Shashlik,196.0,40.8,0,Wednesday,4.95,,32688.0,0,1
2023-08-29,Sushi Set,227.0,32.0,0,Tuesday,4.94,65297.0,49911.0,1,0
2023-08-28,Vegetable Stir Fry,136.0,39.1,1,Monday,3.69,33558.0,20515.0,1,1
2023-06-20,Samsa,224.0,32.0,0,Tuesday,,16884.0,10580.0,0,1
2023-10-28,Seafood Paella,174.0,6.8,0,Saturday,1.89,58543.0,40652.0,1,0
2023-12-01,Lamb Kebab,210.0,-3.5,0,Friday,3.59,,,0,0
2023-01-10,Grilled Chicken,136.0,-6.6,0,Tuesday,1.09,57196.0,36238.0,0,1
2023-07-17,Seafood Paella,203.0,44.7,0,Monday,4.79,,42490.0,0,0
2023-12-20,Samsa,72.0,-0.2,0,Wednesday,0.54,,9248.0,0,0
2023-03-25,Plov,295.0,9.1,0,Saturday,,39557.0,27033.0,1,0
2023-12-10,Manti,221.0,2.6,0,Sunday,4.7,26780.0,18043.0,0,0
2023-09-12,Vegetable Stir Fry,,14.6,1,Tuesday,7.43,30624.0,23704.0,0,0
2023-09-27,Lamb Kebab,109.0,16.0,0,Wednesday,1.12,55462.0,41254.0,0,0
2023-12-10,Mushroom Risotto,144.0,,0,Sunday,3.72,39640.0,28283.0,0,0
2023-05-30,Sushi Set,,17.2,0,Tuesday,0.72,71962.0,49151.0,0,1
2023-12-02,Sushi Set,105.0,-1.6,0,Saturday,,,49458.0,0,0
2023-03-07,Mushroom Risotto,99.0,10.8,0,Tuesday,1.82,34257.0,28167.0,0,0
2023-08-07,Shashlik,94.0,35.7,0,Monday,1.65,44285.0,34722.0,1,0
2023-12-24,Beef Steak,182.0,-3.7,0,Sunday,4.11,70308.0,61140.0,1,0
2023-05-13,Thai Green Curry,184.0,16.8,0,Saturday,3.74,40533.0,32776.0,0,0
2023-12-02,Chicken Tikka,203.0,-0.3,0,Saturday,4.05,42916.0,34044.0,0,0
2023-07-19,Mushroom Risotto,,23.3,0,Wednesday,2.58,34664.0,30386.0,0,0
2023-09-24,Burger & Fries,,14.3,0,Sunday,2.5,40439.0,30378.0,0,0
2023-12-11,Shashlik,238.0,-3.9,0,Monday,,49832.0,31563.0,0,1
2023-12-22,Shashlik,,-5.2,0,Friday,,44731.0,34112.0,0,0
2023-02-14,Samsa,,-1.4,0,Tuesday,1.75,12999.0,9005.0,0,0
2023-08-20,Vegetable Stir Fry,219.0,35.2,0,Sunday,6.05,28237.0,23191.0,0,0
2023-08-31,Sushi Set,112.0,34.5,0,Thursday,1.28,55504.0,46717.0,0,0
2023-05-09,Seafood Paella,,,0,Tuesday,2.64,52808.0,45082.0,0,1
2023-03-21,Shashlik,340.0,21.1,1,Tuesday,10.26,44226.0,38142.0,0,0
2023-02-28,Shashlik,238.0,1.7,0,Tuesday,5.56,40329.0,33356.0,0,0
2023-04-02,Sushi Set,271.0,25.6,0,Sunday,3.03,60174.0,52454.0,0,0
2023-11-10,Burger & Fries,143.0,2.9,0,Friday,2.28,35680.0,26091.0,0,0
2023-03-30,Plov,251.0,12.7,0,Thursday,2.24,33597.0,27418.0,0,0
2023-06-15,Sushi Set,100.0,44.6,0,Thursday,2.11,66657.0,51892.0,1,0
2023-05-26,Sushi Set,,25.4,0,Friday,,58304.0,54529.0,0,0
2023-01-14,Manti,240.0,0.7,0,Saturday,4.61,27657.0,17972.0,0,0
2023-06-20,Vegetable Stir Fry,222.0,29.8,0,Tuesday,2.36,26733.0,23593.0,1,1
2023-05-23,Tom Yum Soup,77.0,,0,Tuesday,,36556.0,24565.0,1,1
2023-12-17,Lagman,264.0,-7.1,0,Sunday,3.76,27773.0,24013.0,0,0
2023-02-05,Caesar Salad,,-6.3,0,Sunday,1.3,38774.0,32816.0,1,0
2023-09-06,Tom Yum Soup,134.0,21.2,0,Wednesday,2.23,31508.0,24395.0,0,0
2023-12-09,Fish and Chips,240.0,-6.3,0,Saturday,3.09,42715.0,35733.0,1,0
2023-03-01,Samsa,188.0,11.5,0,Wednesday,,14350.0,,0,0
2023-07-23,Lamb Kebab,,28.7,0,Sunday,2.15,58388.0,41549.0,0,0
2023-12-08,Thai Green Curry,,,0,Friday,2.52,40507.0,,0,0
2023-04-24,Vegetable Stir Fry,107.0,15.5,0,Monday,,27106.0,23130.0,0,0
2023-04-26,Shashlik,98.0,26.2,0,Wednesday,1.47,43993.0,36788.0,0,0
2023-05-25,Pasta Carbonara,,16.6,0,Thursday,4.74,45413.0,,0,0
2023-10-19,Lamb Kebab,201.0,16.6,0,Thursday,4.24,55207.0,40049.0,0,0
2023-12-21,Samsa,101.0,2.6,0,Thursday,2.25,15514.0,10047.0,0,0
2023-09-28,Burger & Fries,119.0,16.6,0,Thursday,2.48,37297.0,,0,0
2023-06-22,Beef Steak,122.0,30.4,0,Thursday,2.97,78685.0,53515.0,0,1
2023-02-05,Samsa,124.0,-9.0,0,Sunday,1.77,14809.0,9517.0,0,1
2023-04-28,Manti,206.0,,0,Friday,1.81,21962.0,19621.0,0,0
2023-06-03,Lagman,145.0,45.0,0,Saturday,4.43,30181.0,23549.0,0,0
2023-11-02,Lamb Kebab,151.0,16.3,0,Thursday,2.74,61433.0,46132.0,1,1
2023-11-02,Pasta Carbonara,107.0,,0,Thursday,1.54,36492.0,,1,0
2023-09-17,Fish and Chips,319.0,22.9,0,Sunday,6.11,51355.0,32386.0,1,0
2023-03-20,Mushroom Risotto,120.0,,1,Monday,,35178.0,25205.0,0,1
2023-01-02,Caesar Salad,149.0,-12.9,1,Monday,1.85,36495.0,,1,0
2023-09-01,Burger & Fries,154.0,7.2,1,Friday,3.57,38923.0,29287.0,0,0
2023-12-29,Samsa,108.0,2.5,0,Friday,1.02,16964.0,,1,0
2023-01-26,Pasta Carbonara,98.0,-4.7,0,Thursday,1.58,45128.0,,1,0
2023-08-07,Grilled Chicken,182.0,34.8,0,Monday,,46464.0,35760.0,0,0
2023-04-27,Samsa,161.0,,0,Thursday,1.6,15325.0,9384.0,0,0
2023-03-29,Pasta Carbonara,110.0,18.2,0,Wednesday,2.05,45101.0,33933.0,0,0
2023-05-28,Lamb Kebab,,19.9,0,Sunday,2.72,,43045.0,1,1
2023-09-03,Thai Green Curry,273.0,25.3,0,Sunday,4.77,40246.0,29350.0,1,0
2023-07-25,Margherita Pizza,144.0,39.2,0,Tuesday,2.3,36631.0,31237.0,0,0
2023-07-03,Mushroom Risotto,238.0,34.9,0,Monday,,37564.0,30297.0,0,1
2023-05-07,Lagman,174.0,,0,Sunday,2.72,31694.0,,0,1
2023-09-28,Lagman,223.0,12.5,0,Thursday,2.65,34367.0,,0,0
2023-03-17,Samsa,144.0,17.8,0,Friday,3.78,17132.0,10088.0,1,0
2023-01-04,Samsa,265.0,-1.5,0,Wednesday,2.44,13230.0,10633.0,0,0
2023-08-07,Beef Steak,153.0,,0,Monday,2.9,77473.0,62924.0,0,0
2023-03-20,Sushi Set,,22.6,1,Monday,6.24,68529.0,46896.0,0,1
2023-03-10,Shashlik,80.0,17.6,0,Friday,0.7,51742.0,31837.0,0,0
2023-10-04,Seafood Paella,210.0,10.7,0,Wednesday,5.31,55404.0,48197.0,1,1
2023-08-18,Tom Yum Soup,202.0,32.0,0,Friday,5.61,34943.0,,1,0
2023-02-01,Fish and Chips,198.0,-2.6,0,Wednesday,,48696.0,,0,0
2023-09-11,Manti,134.0,,0,Monday,3.14,23492.0,17339.0,1,0
2023-07-14,Seafood Paella,250.0,32.5,0,Friday,3.92,61834.0,42514.0,0,0
2023-09-01,Burger & Fries,201.0,11.2,1,Friday,4.17,42925.0,29216.0,0,0
2023-07-11,Margherita Pizza,223.0,39.6,0,Tuesday,,35082.0,,0,0
2023-12-28,Thai Green Curry,252.0,,0,Thursday,2.25,45135.0,29724.0,0,0
2023-10-04,Mushroom Risotto,221.0,21.8,0,Wednesday,4.81,36742.0,29352.0,0,0
2023-06-25,Shashlik,388.0,43.5,1,Sunday,,,35337.0,0,1
2023-04-23,Beef Steak,119.0,26.3,0,Sunday,1.15,76602.0,57682.0,0,1
2023-09-06,Tom Yum Soup,223.0,,0,Wednesday,3.49,,23898.0,0,0
2023-04-03,Grilled Chicken,116.0,19.5,0,Monday,0.95,,40870.0,1,0
2023-08-17,Thai Green Curry,,35.5,0,Thursday,1.64,43698.0,27783.0,0,1
2023-07-22,Grilled Chicken,100.0,45.0,0,Saturday,2.28,45436.0,40483.0,0,0
2023-02-23,Pasta Carbonara,124.0,-7.3,0,Thursday,2.18,,30652.0,0,0
2023-03-27,Manti,,15.5,0,Monday,1.64,,19320.0,0,0
2023-03-28,Manti,180.0,26.0,0,Tuesday,2.05,24736.0,19625.0,1,0
2023-03-24,Lagman,176.0,18.1,0,Friday,2.11,26780.0,21177.0,0,0
2023-06-25,Mushroom Risotto,278.0,38.9,0,Sunday,9.18,39554.0,26602.0,1,0
2023-09-04,Fish and Chips,222.0,14.5,0,Monday,2.59,44873.0,36371.0,1,0
2023-12-05,Chicken Tikka,104.0,,0,Tuesday,2.48,41350.0,30676.0,1,1
2023-04-26,Margherita Pizza,147.0,12.7,0,Wednesday,2.13,45593.0,31993.0,1,0
2023-10-08,Tom Yum Soup,323.0,11.0,0,Sunday,,37754.0,23219.0,0,0
2023-10-13,Manti,,1.7,0,Friday,4.17,,16584.0,1,1
2023-11-23,Pasta Carbonara,110.0,14.1,0,Thursday,2.25,46949.0,35189.0,0,0
2023-09-08,Seafood Paella,83.0,30.9,0,Friday,0.86,64010.0,,0,0
2023-09-09,Chicken Tikka,308.0,17.9,1,Saturday,8.52,41449.0,31269.0,1,0
2023-09-30,Seafood Paella,266.0,21.7,0,Saturday,7.62,58838.0,42752.0,1,1
2023-03-04,Manti,240.0,17.3,0,Saturday,4.75,27238.0,18746.0,0,0
2023-12-14,Thai Green Curry,113.0,,0,Thursday,1.23,,31824.0,0,0
2023-08-09,Lamb Kebab,88.0,30.8,0,Wednesday,2.76,59595.0,38273.0,1,1
2023-10-22,Manti,225.0,15.9,0,Sunday,5.74,23387.0,17602.0,0,0
2023-07-01,Sushi Set,265.0,33.5,0,Saturday,6.04,72923.0,46111.0,0,0
2023-12-20,Tom Yum Soup,109.0,-4.7,0,Wednesday,1.44,30460.0,26039.0,0,0
2023-05-09,Grilled Chicken,,9.3,0,Tuesday,4.2,48075.0,,1,1
2023-05-24,Tom Yum Soup,,21.2,0,Wednesday,3.47,33401.0,26882.0,1,0
2023-10-27,Sushi Set,143.0,15.8,0,Friday,2.88,71105.0,52863.0,1,0
2023-01-18,Pasta Carbonara,161.0,-0.3,0,Wednesday,,35854.0,32599.0,0,0
2023-03-03,Lagman,114.0,14.8,0,Friday,1.82,33802.0,23551.0,0,0
2023-02-12,Caesar Salad,223.0,-8.9,0,Sunday,3.37,40324.0,30369.0,0,0
2023-05-05,Shashlik,72.0,20.5,0,Friday,1.64,39205.0,36122.0,0,0
2023-06-01,Thai Green Curry,220.0,30.1,0,Thursday,,42850.0,29119.0,0,0
